# E  sum  T1  T2  T3 ...
-10.0000   0.0077   0.0026   0.0026   0.0026
 -9.9750   0.0078   0.0026   0.0026   0.0026
 -9.9499   0.0078   0.0026   0.0026   0.0026
 -9.9249   0.0079   0.0026   0.0026   0.0026
 -9.8999   0.0079   0.0026   0.0026   0.0026
 -9.8749   0.0080   0.0026   0.0026   0.0027
 -9.8498   0.0080   0.0027   0.0027   0.0027
 -9.8248   0.0080   0.0027   0.0027   0.0027
 -9.7998   0.0081   0.0027   0.0027   0.0027
 -9.7748   0.0081   0.0027   0.0027   0.0027
 -9.7497   0.0082   0.0027   0.0027   0.0027
 -9.7247   0.0082   0.0027   0.0027   0.0027
 -9.6997   0.0083   0.0028   0.0028   0.0028
 -9.6747   0.0083   0.0028   0.0028   0.0028
 -9.6496   0.0084   0.0028   0.0028   0.0028
 -9.6246   0.0084   0.0028   0.0028   0.0028
 -9.5996   0.0085   0.0028   0.0028   0.0028
 -9.5746   0.0085   0.0028   0.0028   0.0028
 -9.5495   0.0086   0.0029   0.0029   0.0029
 -9.5245   0.0086   0.0029   0.0029   0.0029
 -9.4995   0.0087   0.0029   0.0029   0.0029
 -9.4745   0.0087   0.0029   0.0029   0.0029
 -9.4494   0.0088   0.0029   0.0029   0.0029
 -9.4244   0.0088   0.0029   0.0029   0.0030
 -9.3994   0.0089   0.0030   0.0030   0.0030
 -9.3744   0.0090   0.0030   0.0030   0.0030
 -9.3493   0.0090   0.0030   0.0030   0.0030
 -9.3243   0.0091   0.0030   0.0030   0.0030
 -9.2993   0.0091   0.0030   0.0030   0.0030
 -9.2743   0.0092   0.0031   0.0031   0.0031
 -9.2492   0.0092   0.0031   0.0031   0.0031
 -9.2242   0.0093   0.0031   0.0031   0.0031
 -9.1992   0.0093   0.0031   0.0031   0.0031
 -9.1742   0.0094   0.0031   0.0031   0.0031
 -9.1491   0.0095   0.0032   0.0032   0.0032
 -9.1241   0.0095   0.0032   0.0032   0.0032
 -9.0991   0.0096   0.0032   0.0032   0.0032
 -9.0741   0.0096   0.0032   0.0032   0.0032
 -9.0490   0.0097   0.0032   0.0032   0.0032
 -9.0240   0.0098   0.0033   0.0033   0.0033
 -8.9990   0.0098   0.0033   0.0033   0.0033
 -8.9740   0.0099   0.0033   0.0033   0.0033
 -8.9489   0.0100   0.0033   0.0033   0.0033
 -8.9239   0.0100   0.0033   0.0033   0.0033
 -8.8989   0.0101   0.0034   0.0034   0.0034
 -8.8739   0.0102   0.0034   0.0034   0.0034
 -8.8488   0.0102   0.0034   0.0034   0.0034
 -8.8238   0.0103   0.0034   0.0034   0.0034
 -8.7988   0.0104   0.0034   0.0034   0.0035
 -8.7738   0.0104   0.0035   0.0035   0.0035
 -8.7487   0.0105   0.0035   0.0035   0.0035
 -8.7237   0.0106   0.0035   0.0035   0.0035
 -8.6987   0.0106   0.0035   0.0035   0.0036
 -8.6737   0.0107   0.0036   0.0036   0.0036
 -8.6486   0.0108   0.0036   0.0036   0.0036
 -8.6236   0.0109   0.0036   0.0036   0.0036
 -8.5986   0.0109   0.0036   0.0036   0.0036
 -8.5736   0.0110   0.0037   0.0037   0.0037
 -8.5485   0.0111   0.0037   0.0037   0.0037
 -8.5235   0.0112   0.0037   0.0037   0.0037
 -8.4985   0.0112   0.0037   0.0037   0.0037
 -8.4735   0.0113   0.0038   0.0038   0.0038
 -8.4484   0.0114   0.0038   0.0038   0.0038
 -8.4234   0.0115   0.0038   0.0038   0.0038
